sender_epk_id,recipient_epk_id,amount,transferdt,bad_flag
EPK_000052,EPK_000024,14453.86,2024-01-19 10:39:13.349265,False
EPK_000164,EPK_000072,2456.25,2024-01-19 10:53:12.877425,False
EPK_000201,EPK_000372,904.12,2024-01-19 11:29:27.431948,False
EPK_000457,EPK_000410,6804.0,2024-01-19 11:58:14.706326,False
EPK_000082,EPK_000128,1374.69,2024-01-19 12:12:46.551939,False
EPK_000144,EPK_000086,12083.11,2024-01-19 12:28:29.463274,False
EPK_000084,EPK_000329,400.16,2024-01-19 13:03:34.228119,False
EPK_000077,EPK_000425,196.04,2024-01-19 13:14:12.702133,False
EPK_000456,EPK_000435,54.57,2024-01-19 13:38:06.684921,False
EPK_000365,EPK_000152,936.25,2024-01-19 13:55:28.193285,False
EPK_000000,EPK_000181,172.09,2024-01-19 13:57:20.040149,False
EPK_000050,EPK_000124,168.48,2024-01-19 14:15:01.870228,False
EPK_000172,EPK_000066,5174.4,2024-01-19 14:56:25.054294,False
EPK_000204,EPK_000005,82.83,,False
EPK_000259,EPK_000124,1280.92,2024-01-19 16:16:44.083492,False
EPK_000445,EPK_000313,967.92,2024-01-19 16:23:52.015604,False
EPK_000448,EPK_000325,1259.16,2024-01-19 16:31:05.238976,False
EPK_000368,EPK_000052,8744.27,2024-01-19 17:00:19.303869,False
EPK_000487,EPK_000065,317.81,2024-01-19 17:23:00.574655,False
EPK_000287,EPK_000313,8755.37,2024-01-19 17:28:46.714938,False
EPK_000033,EPK_000081,78.23,,False
EPK_000347,EPK_000086,2910.59,,False
EPK_000094,EPK_000001,10042.29,,False
EPK_000071,EPK_000203,2.51,2024-01-19 19:44:12.081048,False
EPK_000038,EPK_000149,1039.93,2024-01-19 19:55:52.951635,False
EPK_000153,EPK_000292,920.49,2024-01-19 20:07:13.269648,False
EPK_000249,EPK_000403,1221.42,2024-01-19 20:35:58.700438,False
EPK_000161,EPK_000102,14290.31,2024-01-19 20:40:21.952792,False
EPK_000437,EPK_000023,348.82,2024-01-19 22:24:43.889032,False
EPK_000117,EPK_000367,185.53,2024-01-19 23:21:54.470204,False
EPK_000258,EPK_000211,1234.82,2024-01-19 23:39:45.793224,False
EPK_000378,EPK_000064,5922.24,2024-01-20 00:14:30.888258,False
EPK_000305,EPK_000448,2535.01,2024-01-20 00:24:31.660355,False
EPK_000267,EPK_000208,1154.57,2024-01-20 02:13:18.904571,False
EPK_000448,EPK_000250,777.55,2024-01-20 03:00:57.023112,False
EPK_000053,EPK_000384,54.03,2024-01-20 03:27:34.743467,False
EPK_000235,EPK_000116,2640.69,2024-01-20 03:55:56.535833,False
EPK_000388,EPK_000115,3159.0,2024-01-20 03:56:58.037480,False
EPK_000477,EPK_000236,388.19,2024-01-20 04:25:22.592880,False
EPK_000221,EPK_000477,546.16,2024-01-20 04:37:52.178906,False
EPK_000250,EPK_000104,227.62,2024-01-20 04:49:18.411610,False
EPK_000312,EPK_000494,4032.68,2024-01-20 04:59:16.271553,False
EPK_000400,EPK_000258,633.46,,False
EPK_000111,EPK_000045,876.59,2024-01-20 05:32:57.120676,False
EPK_000254,EPK_000310,2818.32,,False
EPK_000302,EPK_000330,1790.88,2024-01-20 06:46:22.589873,False
EPK_000406,EPK_000215,2552.74,2024-01-20 07:17:57.856225,False
EPK_000206,EPK_000469,1425.47,,False
EPK_000228,EPK_000447,1473.92,,False
EPK_000340,EPK_000491,1453.1,2024-01-20 09:28:13.070172,False
EPK_000397,EPK_000300,2163.26,2024-01-20 09:40:21.673990,False
EPK_000065,EPK_000409,2326.83,,False
EPK_000074,EPK_000332,174.68,,False
EPK_000434,EPK_000448,447.74,2024-01-20 12:34:15.944273,False
EPK_000102,EPK_000023,808.32,2024-01-20 12:57:22.382232,False
EPK_000421,EPK_000457,2159.71,2024-01-20 13:26:53.293036,False
EPK_000191,EPK_000034,12041.75,2024-01-20 13:27:02.334465,False
EPK_000251,EPK_000023,323.81,2024-01-20 14:37:44.346248,False
EPK_000225,EPK_000027,4096.87,,False
EPK_000293,EPK_000483,467.12,2024-01-20 16:02:40.759440,False
EPK_000305,EPK_000463,8567.88,2024-01-20 16:02:45.166230,False
EPK_000097,EPK_000487,19312.66,,False
EPK_000337,EPK_000015,79.68,,False
EPK_000285,EPK_000058,672.16,2024-01-20 18:31:14.138686,False
EPK_000334,EPK_000464,32.29,2024-01-20 18:48:06.984248,False
EPK_000346,EPK_000242,86.94,,False
EPK_000434,EPK_000437,95.46,2024-01-20 20:35:07.143101,False
EPK_000446,EPK_000206,2796.43,2024-01-20 20:54:11.206776,False
EPK_000481,EPK_000399,2112.18,2024-01-20 20:54:59.115214,False
EPK_000307,EPK_000270,3647.75,,False
EPK_000248,EPK_000105,2729.5,,False
EPK_000165,EPK_000481,2270.14,2024-01-20 22:02:05.274314,False
EPK_000480,EPK_000266,1296.97,,False
EPK_000471,EPK_000192,901.16,,False
EPK_000334,EPK_000412,5061.39,2024-01-20 22:58:01.481641,False
EPK_000029,EPK_000217,1117.02,2024-01-20 23:26:16.877710,False
EPK_000246,EPK_000114,2410.93,2024-01-20 23:46:47.494410,False
EPK_000105,EPK_000067,33.27,2024-01-20 23:47:51.779237,False
EPK_000050,EPK_000298,188.18,2024-01-21 00:07:18.151010,False
EPK_000080,EPK_000324,4771.12,,False
EPK_000132,EPK_000482,402.36,,False
EPK_000284,EPK_000396,135.23,,False
EPK_000387,EPK_000393,2869.63,2024-01-21 00:50:04.712928,False
EPK_000137,EPK_000074,1098.83,2024-01-21 01:14:43.123096,False
EPK_000183,EPK_000465,595.61,,False
EPK_000400,EPK_000481,10547.74,,False
EPK_000329,EPK_000102,8153.08,2024-01-21 02:09:00.176601,False
EPK_000272,EPK_000296,827.36,,False
EPK_000339,EPK_000489,3240.76,2024-01-21 03:00:55.239824,False
EPK_000471,EPK_000177,38.17,2024-01-21 04:26:31.622867,False
EPK_000068,EPK_000214,5653.55,,False
EPK_000033,EPK_000454,214.89,,False
EPK_000261,EPK_000314,124.19,,False
EPK_000052,EPK_000038,75.35,,False
EPK_000449,EPK_000258,67.1,2024-01-21 06:09:44.300327,False
EPK_000204,EPK_000203,5544.09,,False
EPK_000125,EPK_000006,2826.28,2024-01-21 07:12:44.643461,False
EPK_000234,EPK_000048,347.65,2024-01-21 07:59:34.569598,False
EPK_000042,EPK_000025,3953.47,2024-01-21 08:33:15.112138,False
EPK_000239,EPK_000160,449.23,2024-01-21 09:53:41.005227,False
EPK_000458,EPK_000356,1781.97,,False
EPK_000370,EPK_000175,531.94,2024-01-21 10:15:57.086242,True
EPK_000110,EPK_000078,916.04,2024-01-21 10:31:01.102243,False
EPK_000248,EPK_000001,280.82,,False
EPK_000150,EPK_000488,350.82,,False
EPK_000182,EPK_000382,2480.32,2024-01-21 11:58:09.586952,False
EPK_000335,EPK_000454,3156.34,,False
EPK_000094,EPK_000415,589.23,,False
EPK_000458,EPK_000131,111.24,2024-01-21 12:56:29.365189,False
EPK_000373,EPK_000275,44661.65,,True
EPK_000399,EPK_000497,1158.69,,False
EPK_000007,EPK_000116,1751.47,,False
EPK_000387,EPK_000163,165.34,2024-01-21 14:16:24.026235,False
EPK_000359,EPK_000287,6787.58,2024-01-21 14:25:33.625869,False
EPK_000387,EPK_000027,8534.25,2024-01-21 14:28:49.352801,False
EPK_000183,EPK_000332,84.6,,False
EPK_000280,EPK_000000,940.51,,False
EPK_000194,EPK_000187,836.6,2024-01-21 17:18:40.601896,False
EPK_000351,EPK_000055,39445.3,2024-01-21 17:18:48.115188,False
EPK_000194,EPK_000034,9560.74,2024-01-21 17:25:34.197610,False
EPK_000154,EPK_000111,124.44,2024-01-21 17:36:32.539483,False
EPK_000092,EPK_000285,367.94,2024-01-21 18:46:58.581229,False
EPK_000159,EPK_000309,287.29,,False
EPK_000433,EPK_000035,1915.08,,False
EPK_000060,EPK_000438,11594.82,2024-01-21 20:30:02.671453,False
EPK_000121,EPK_000216,1291.76,2024-01-21 20:32:27.483968,False
EPK_000050,EPK_000079,2325.64,2024-01-21 20:33:06.446437,False
EPK_000402,EPK_000313,404.86,2024-01-21 20:40:55.581565,False
EPK_000276,EPK_000082,2307.02,2024-01-21 20:56:16.096508,False
EPK_000004,EPK_000064,540.3,2024-01-21 21:09:25.609090,False
EPK_000465,EPK_000324,93.58,2024-01-21 21:32:39.497856,False
EPK_000091,EPK_000127,2092.9,,False
EPK_000169,EPK_000306,1080.55,2024-01-21 22:21:34.605770,False
EPK_000316,EPK_000021,211.5,,False
EPK_000021,EPK_000215,12939.99,2024-01-21 22:54:29.718893,False
EPK_000404,EPK_000106,347.35,,False
EPK_000325,EPK_000108,2734.36,2024-01-22 00:27:25.392981,False
EPK_000000,EPK_000371,636.62,,False
EPK_000132,EPK_000356,11107.39,2024-01-22 00:43:32.777419,False
EPK_000232,EPK_000180,767.87,2024-01-22 01:04:07.856762,False
EPK_000011,EPK_000355,88.95,2024-01-22 01:06:54.994012,False
EPK_000345,EPK_000163,3695.99,2024-01-22 01:07:33.819102,False
EPK_000045,EPK_000067,11040.39,2024-01-22 01:29:47.498787,False
EPK_000033,EPK_000291,577.43,,False
EPK_000432,EPK_000179,3036.09,2024-01-22 01:57:45.645692,False
EPK_000077,EPK_000180,1331.61,,False
EPK_000217,EPK_000465,617.65,2024-01-22 02:11:45.387464,False
EPK_000300,EPK_000433,3870.51,2024-01-22 02:55:59.574623,False
EPK_000410,EPK_000463,330.28,2024-01-22 03:19:27.486261,False
EPK_000072,EPK_000168,1151.41,,False
EPK_000281,EPK_000401,1613.3,,False
EPK_000248,EPK_000021,1527.88,2024-01-22 04:36:22.287734,False
EPK_000046,EPK_000065,342.71,2024-01-22 05:30:26.022535,False
EPK_000120,EPK_000020,24086.52,2024-01-22 05:31:34.161019,False
EPK_000213,EPK_000099,7283.51,2024-01-22 05:44:12.179823,False
EPK_000238,EPK_000383,4844.59,,False
EPK_000055,EPK_000299,9412.74,2024-01-22 07:05:18.832014,False
EPK_000349,EPK_000102,1215.78,2024-01-22 07:25:44.805682,False
EPK_000106,EPK_000046,628.33,,False
EPK_000318,EPK_000038,214.1,2024-01-22 08:04:58.135798,False
EPK_000047,EPK_000284,381.78,,False
EPK_000060,EPK_000309,239.6,2024-01-22 08:24:58.022258,False
EPK_000336,EPK_000089,496.63,2024-01-22 08:45:26.636865,False
EPK_000025,EPK_000084,1660.23,2024-01-22 09:36:52.932021,False
EPK_000291,EPK_000272,4320.12,2024-01-22 11:52:27.328992,False
EPK_000256,EPK_000335,4144.47,2024-01-22 12:19:58.456954,False
EPK_000007,EPK_000187,189.19,2024-01-22 13:43:02.579795,False
EPK_000112,EPK_000158,3083.11,,False
EPK_000354,EPK_000242,6098.43,2024-01-22 14:38:00.731192,False
EPK_000252,EPK_000072,748.93,2024-01-22 14:47:15.762102,False
EPK_000179,EPK_000478,6611.89,,False
EPK_000206,EPK_000461,4079.38,2024-01-22 16:10:09.821150,False
EPK_000302,EPK_000048,164.53,2024-01-22 16:41:38.846639,False
EPK_000126,EPK_000100,29366.34,,False
EPK_000055,EPK_000001,374.85,2024-01-22 17:23:04.131245,False
EPK_000213,EPK_000243,4610.68,2024-01-22 17:35:01.294431,False
EPK_000013,EPK_000175,4367.01,,False
EPK_000473,EPK_000237,174.86,2024-01-22 18:12:37.886456,False
EPK_000027,EPK_000397,1434.35,2024-01-22 18:26:01.902910,False
EPK_000470,EPK_000058,4287.14,2024-01-22 18:52:23.203593,False
EPK_000077,EPK_000352,172.1,2024-01-22 19:16:20.027942,False
EPK_000215,EPK_000098,1273.37,2024-01-22 19:18:05.634862,False
EPK_000385,EPK_000441,4861.05,2024-01-22 19:44:53.139670,False
EPK_000364,EPK_000358,5355.4,2024-01-22 20:40:47.857282,False
EPK_000153,EPK_000441,604.49,2024-01-22 23:17:30.640094,False
EPK_000013,EPK_000494,11120.59,2024-01-22 23:24:53.376895,False
EPK_000186,EPK_000434,7772.0,2024-01-22 23:37:55.439594,False
EPK_000311,EPK_000467,1574.73,2024-01-22 23:58:27.858519,False
EPK_000370,EPK_000001,408.12,2024-01-23 00:18:53.743146,False
EPK_000006,EPK_000242,190.8,2024-01-23 00:58:43.492885,False
EPK_000002,EPK_000296,1932.01,2024-01-23 02:00:39.211228,False
EPK_000110,EPK_000210,9865.2,2024-01-23 02:05:30.135733,False
EPK_000406,EPK_000122,879.43,2024-01-23 02:36:58.172676,False
EPK_000237,EPK_000228,302.29,,False
EPK_000362,EPK_000081,3779.65,2024-01-23 03:27:03.435762,False
EPK_000238,EPK_000143,1424.77,2024-01-23 03:43:51.048902,False
EPK_000492,EPK_000387,2377.63,,False
EPK_000273,EPK_000139,498.74,2024-01-23 03:49:05.369448,False
EPK_000293,EPK_000028,629.69,,False
EPK_000226,EPK_000390,495.22,2024-01-23 06:31:48.140811,False
EPK_000370,EPK_000269,2318.68,2024-01-23 06:43:08.574639,False
EPK_000014,EPK_000246,659.12,,False
EPK_000191,EPK_000011,2666.81,,False
EPK_000472,EPK_000354,431.79,2024-01-23 08:00:05.999275,False
EPK_000118,EPK_000388,2312.89,,False
EPK_000484,EPK_000336,3151.62,2024-01-23 08:32:29.810329,False
EPK_000027,EPK_000105,1803.19,,False
EPK_000201,EPK_000031,4339.72,2024-01-23 10:35:00.999287,False
EPK_000038,EPK_000073,532.62,2024-01-23 10:47:48.774462,False
EPK_000440,EPK_000170,3099.4,2024-01-23 11:00:53.106892,False
EPK_000272,EPK_000336,1556.22,,False
EPK_000230,EPK_000068,325.51,,False
EPK_000085,EPK_000300,62.77,2024-01-23 12:03:14.055563,False
EPK_000473,EPK_000361,86.51,2024-01-23 12:24:29.543420,False
EPK_000125,EPK_000136,39.94,2024-01-23 14:22:22.646661,False
EPK_000299,EPK_000432,2078.07,,False
EPK_000024,EPK_000416,673.74,2024-01-23 16:08:01.568478,False
EPK_000144,EPK_000483,1249.9,,False
EPK_000012,EPK_000099,836.64,2024-01-23 18:05:11.779304,False
EPK_000211,EPK_000145,2624.13,2024-01-23 18:54:01.506790,False
EPK_000024,EPK_000008,2741.8,2024-01-23 19:06:22.944870,False
EPK_000067,EPK_000061,1169.52,2024-01-23 19:24:27.909601,False
EPK_000393,EPK_000184,1280.66,,False
EPK_000066,EPK_000028,1359.74,2024-01-23 19:39:20.844287,False
EPK_000232,EPK_000380,8845.59,,False
EPK_000108,EPK_000113,54.22,,False
EPK_000145,EPK_000461,401.1,2024-01-23 21:52:19.279242,False
EPK_000110,EPK_000408,4015.4,2024-01-23 22:31:31.686811,False
EPK_000227,EPK_000142,5778.24,2024-01-23 22:48:15.921083,False
EPK_000110,EPK_000389,2081.41,2024-01-23 23:04:00.879601,False
EPK_000469,EPK_000119,831.98,,False
EPK_000033,EPK_000169,17896.13,,False
EPK_000110,EPK_000156,1431.84,2024-01-24 00:27:10.763908,False
EPK_000263,EPK_000334,1148.46,2024-01-24 00:50:28.668709,False
EPK_000423,EPK_000348,8084.29,2024-01-24 01:18:01.062442,False
EPK_000368,EPK_000259,2237.97,2024-01-24 02:20:46.015026,False
EPK_000235,EPK_000081,4490.62,2024-01-24 03:31:17.131528,False
EPK_000082,EPK_000241,5353.25,2024-01-24 03:51:57.062514,False
EPK_000041,EPK_000440,627.22,2024-01-24 04:28:08.610083,False
EPK_000424,EPK_000432,15546.61,2024-01-24 04:47:31.899646,False
EPK_000100,EPK_000171,27.3,2024-01-24 04:58:20.729261,False
EPK_000005,EPK_000230,56.29,,False
EPK_000179,EPK_000207,395.31,,False
EPK_000281,EPK_000074,581.12,2024-01-24 07:13:10.804682,False
EPK_000319,EPK_000269,1889.25,2024-01-24 08:05:57.197677,False
EPK_000225,EPK_000386,389.88,2024-01-24 08:10:42.928883,False
EPK_000442,EPK_000498,1077.2,2024-01-24 08:13:41.994639,False
EPK_000439,EPK_000113,806.16,2024-01-24 08:13:55.090889,False
EPK_000314,EPK_000061,22174.49,2024-01-24 08:33:51.725992,False
EPK_000364,EPK_000361,327.84,2024-01-24 08:40:28.566394,False
EPK_000453,EPK_000319,87.83,2024-01-24 09:26:38.261146,False
EPK_000228,EPK_000101,5875.23,2024-01-24 09:56:07.369269,False
EPK_000376,EPK_000428,375.8,2024-01-24 10:21:41.629998,False
EPK_000288,EPK_000361,955.76,2024-01-24 11:33:01.403423,False
EPK_000436,EPK_000209,416.02,,False
EPK_000149,EPK_000441,3313.51,2024-01-24 11:53:16.639085,False
EPK_000276,EPK_000254,139.57,2024-01-24 12:17:34.656717,False
EPK_000197,EPK_000019,16.46,2024-01-24 12:21:33.790697,False
EPK_000069,EPK_000057,7658.52,,False
EPK_000111,EPK_000478,1589.55,2024-01-24 13:14:45.354598,False
EPK_000003,EPK_000472,5480.58,,False
EPK_000349,EPK_000312,7283.14,,False
EPK_000330,EPK_000485,277.36,,False
EPK_000445,EPK_000460,1201.11,2024-01-24 14:54:50.589809,False
EPK_000317,EPK_000195,2340.41,,False
EPK_000349,EPK_000374,932.21,2024-01-24 15:21:56.529093,False
EPK_000094,EPK_000461,686.61,,False
EPK_000151,EPK_000352,795.94,2024-01-24 16:17:17.792505,False
EPK_000310,EPK_000091,5570.91,2024-01-24 16:44:41.908004,False
EPK_000136,EPK_000051,743.58,,False
EPK_000246,EPK_000292,2698.21,,False
EPK_000386,EPK_000007,1845.19,2024-01-24 19:22:52.271516,False
EPK_000242,EPK_000299,258.2,2024-01-24 19:59:07.688034,False
EPK_000030,EPK_000097,1724.95,2024-01-24 20:26:30.242767,False
EPK_000039,EPK_000235,109.07,2024-01-24 21:10:09.143331,False
EPK_000228,EPK_000388,2002.5,,False
EPK_000035,EPK_000373,4174.19,2024-01-24 21:37:18.687556,False
EPK_000407,EPK_000068,5896.54,2024-01-24 21:39:21.594907,False
EPK_000222,EPK_000414,262.69,,False
EPK_000005,EPK_000044,490.67,2024-01-24 22:12:25.176199,False
EPK_000321,EPK_000136,1679.24,2024-01-24 22:19:51.280015,False
EPK_000467,EPK_000233,537.06,,False
EPK_000219,EPK_000031,60.74,2024-01-24 23:33:06.877104,False
EPK_000074,EPK_000288,486.61,2024-01-24 23:46:17.733588,False
EPK_000003,EPK_000125,1669.54,2024-01-25 00:15:35.727408,False
EPK_000334,EPK_000066,5438.68,2024-01-25 00:22:39.160874,False
EPK_000133,EPK_000029,13819.18,2024-01-25 00:24:28.392510,True
EPK_000117,EPK_000113,1322.69,2024-01-25 00:34:47.042819,False
EPK_000368,EPK_000203,2565.07,2024-01-25 00:36:59.807525,False
EPK_000093,EPK_000028,4634.0,2024-01-25 00:59:47.751709,False
EPK_000485,EPK_000130,50.61,,False
EPK_000434,EPK_000473,237.74,,False
EPK_000061,EPK_000184,1279.01,2024-01-25 01:23:52.598485,False
EPK_000440,EPK_000252,11315.37,2024-01-25 02:00:17.869635,False
EPK_000193,EPK_000285,2820.42,2024-01-25 02:04:26.473948,False
EPK_000334,EPK_000392,1798.21,2024-01-25 03:07:47.016786,False
EPK_000202,EPK_000409,778.86,2024-01-25 04:25:38.665776,False
EPK_000391,EPK_000385,2080.14,2024-01-25 05:04:31.928404,False
EPK_000025,EPK_000061,448.24,,False
EPK_000434,EPK_000002,340.45,2024-01-25 05:44:16.819070,False
EPK_000172,EPK_000429,387.84,,False
EPK_000299,EPK_000067,8190.43,2024-01-25 06:10:41.814045,False
EPK_000132,EPK_000024,310.95,2024-01-25 06:35:43.402562,False
EPK_000325,EPK_000178,602.95,2024-01-25 07:17:03.320381,False
EPK_000409,EPK_000140,2222.79,,False
EPK_000117,EPK_000230,292.87,2024-01-25 08:03:11.726584,False
EPK_000323,EPK_000299,1539.55,2024-01-25 08:09:52.544756,False
EPK_000274,EPK_000162,1538.72,,False
EPK_000211,EPK_000310,429.8,2024-01-25 08:39:18.710299,False
EPK_000224,EPK_000470,743.84,,False
EPK_000019,EPK_000392,266.3,,False
EPK_000112,EPK_000129,8726.76,2024-01-25 09:22:41.211604,False
EPK_000139,EPK_000444,1613.87,,False
EPK_000046,EPK_000245,227.47,2024-01-25 09:40:01.712149,False
EPK_000000,EPK_000296,1325.41,2024-01-25 09:47:10.131464,False
EPK_000089,EPK_000171,1418.55,2024-01-25 10:09:01.590551,False
EPK_000141,EPK_000063,37.91,2024-01-25 10:15:02.780311,False
EPK_000319,EPK_000030,8189.97,,False
EPK_000037,EPK_000491,248.54,,False
EPK_000292,EPK_000046,25218.22,,False
EPK_000381,EPK_000129,3615.32,2024-01-25 12:32:09.439376,False
EPK_000138,EPK_000351,202.3,2024-01-25 13:04:48.749622,False
EPK_000355,EPK_000465,684.46,,False
EPK_000332,EPK_000299,4376.16,2024-01-25 13:43:00.689348,False
EPK_000490,EPK_000109,767.68,2024-01-25 13:46:29.686657,False
EPK_000258,EPK_000068,6421.17,2024-01-25 15:22:04.262374,False
EPK_000160,EPK_000057,623.84,,False
EPK_000389,EPK_000105,974.58,2024-01-25 16:02:20.409401,False
EPK_000177,EPK_000299,4560.67,2024-01-25 16:18:42.580099,False
EPK_000009,EPK_000329,2711.04,2024-01-25 18:00:26.803937,False
EPK_000260,EPK_000255,273.73,2024-01-25 18:08:23.114045,False
EPK_000406,EPK_000311,2102.91,2024-01-25 21:17:53.027735,False
EPK_000137,EPK_000170,1409.76,,False
EPK_000171,EPK_000382,279.33,2024-01-26 00:08:10.538420,False
EPK_000385,EPK_000472,136.22,,False
EPK_000012,EPK_000161,60.52,2024-01-26 00:28:11.003561,False
EPK_000167,EPK_000484,705.12,2024-01-26 00:36:17.086668,False
EPK_000129,EPK_000285,1011.3,2024-01-26 00:36:51.849858,False
EPK_000083,EPK_000070,2337.57,2024-01-26 01:10:11.909758,False
EPK_000320,EPK_000254,3754.53,,False
EPK_000318,EPK_000453,589.46,2024-01-26 01:45:58.931310,False
EPK_000100,EPK_000373,968.16,2024-01-26 02:17:13.536346,False
EPK_000328,EPK_000054,351.4,2024-01-26 02:28:23.761448,False
EPK_000272,EPK_000322,1249.95,2024-01-26 02:52:21.106542,False
EPK_000264,EPK_000396,4688.01,2024-01-26 03:23:06.994592,False
EPK_000458,EPK_000002,1276.29,,False
EPK_000398,EPK_000025,6279.14,,False
EPK_000407,EPK_000312,4571.85,,False
EPK_000037,EPK_000125,9764.87,2024-01-26 04:17:37.852848,False
EPK_000418,EPK_000407,1331.22,2024-01-26 04:50:04.825144,False
EPK_000093,EPK_000052,493.42,2024-01-26 04:57:19.081422,False
EPK_000094,EPK_000197,2784.57,,False
EPK_000304,EPK_000298,626.81,2024-01-26 06:00:01.969177,False
EPK_000068,EPK_000187,2656.53,,False
EPK_000317,EPK_000185,405.77,2024-01-26 06:16:41.715794,False
EPK_000443,EPK_000304,316.52,2024-01-26 08:04:23.720092,False
EPK_000235,EPK_000297,6799.94,,False
EPK_000433,EPK_000203,240.12,2024-01-26 09:16:34.621340,False
EPK_000333,EPK_000496,5081.55,2024-01-26 10:40:42.509984,False
EPK_000372,EPK_000483,2641.35,2024-01-26 11:33:15.958993,False
EPK_000375,EPK_000449,1263.25,2024-01-26 12:28:31.161007,False
EPK_000458,EPK_000010,64.14,2024-01-26 13:36:59.198222,False
EPK_000136,EPK_000358,10183.14,2024-01-26 16:16:06.421033,False
EPK_000417,EPK_000353,269.82,2024-01-26 16:27:36.912183,False
EPK_000075,EPK_000473,4581.26,2024-01-26 16:34:59.233833,False
EPK_000482,EPK_000145,389.0,2024-01-26 17:21:51.470377,False
EPK_000034,EPK_000084,344.9,,False
EPK_000000,EPK_000099,2989.69,2024-01-26 17:31:07.660699,False
EPK_000295,EPK_000103,2459.46,2024-01-26 17:58:42.102218,False
EPK_000319,EPK_000435,196.83,,False
EPK_000405,EPK_000045,9462.94,2024-01-26 18:08:26.456274,False
EPK_000059,EPK_000043,805.07,2024-01-26 18:09:18.777689,False
EPK_000319,EPK_000277,1216.09,,False
EPK_000348,EPK_000180,702.32,2024-01-26 20:51:56.373745,False
EPK_000327,EPK_000186,209.74,2024-01-26 20:55:06.265508,False
EPK_000266,EPK_000477,3303.83,,False
EPK_000360,EPK_000113,1693.12,2024-01-26 21:42:55.853337,False
EPK_000228,EPK_000490,327.79,2024-01-26 22:05:30.780883,False
EPK_000269,EPK_000254,4519.7,2024-01-26 22:47:12.873174,False
EPK_000315,EPK_000380,1190.65,,False
EPK_000285,EPK_000379,1229.75,2024-01-26 23:24:08.414517,False
EPK_000290,EPK_000029,15752.87,2024-01-26 23:25:56.052339,False
EPK_000212,EPK_000263,98.3,,False
EPK_000164,EPK_000097,96.37,2024-01-27 00:46:35.670712,False
EPK_000004,EPK_000312,135.1,2024-01-27 00:55:21.566815,False
EPK_000338,EPK_000366,1892.11,2024-01-27 01:18:16.463462,False
EPK_000378,EPK_000328,639.98,2024-01-27 03:18:03.502305,False
EPK_000077,EPK_000114,721.03,2024-01-27 04:02:31.233392,False
EPK_000409,EPK_000275,266.77,,False
EPK_000061,EPK_000487,13331.39,2024-01-27 05:37:26.392182,False
EPK_000131,EPK_000280,22060.12,2024-01-27 06:22:46.169815,False
EPK_000088,EPK_000274,4223.24,2024-01-27 06:31:38.010074,False
EPK_000236,EPK_000260,114.33,2024-01-27 06:44:02.982189,False
EPK_000041,EPK_000330,528.29,,False
EPK_000088,EPK_000206,3794.06,,False
EPK_000401,EPK_000383,1023.78,2024-01-27 08:10:43.044970,False
EPK_000295,EPK_000327,4244.29,2024-01-27 08:18:47.376027,False
EPK_000327,EPK_000210,7127.55,,False
EPK_000294,EPK_000214,19164.09,2024-01-27 09:19:21.660319,False
EPK_000103,EPK_000410,410.63,2024-01-27 09:29:53.657078,False
EPK_000013,EPK_000039,1238.84,2024-01-27 10:20:18.904226,False
EPK_000287,EPK_000479,566.15,2024-01-27 10:46:34.717670,False
EPK_000178,EPK_000025,54.53,2024-01-27 11:31:29.456990,False
EPK_000124,EPK_000026,3141.27,2024-01-27 11:53:14.423784,False
EPK_000421,EPK_000189,2553.35,2024-01-27 12:23:22.830795,False
EPK_000352,EPK_000082,482.88,2024-01-27 12:38:39.193524,False
EPK_000022,EPK_000383,99.77,2024-01-27 12:49:24.630661,False
EPK_000062,EPK_000433,616.35,2024-01-27 12:58:13.104904,True
EPK_000142,EPK_000169,3283.58,,False
EPK_000480,EPK_000412,8151.84,,False
EPK_000152,EPK_000166,376.58,2024-01-27 14:53:07.292349,False
EPK_000144,EPK_000187,5776.45,2024-01-27 15:31:17.169773,False
EPK_000224,EPK_000168,2789.75,,False
EPK_000494,EPK_000288,2038.26,2024-01-27 16:37:51.576264,False
EPK_000449,EPK_000466,157.54,2024-01-27 17:14:02.965376,False
EPK_000461,EPK_000228,168.15,2024-01-27 17:25:13.802655,False
EPK_000308,EPK_000466,315.39,2024-01-27 17:27:49.531675,False
EPK_000103,EPK_000096,672.11,2024-01-27 17:30:35.716215,False
EPK_000103,EPK_000366,16335.88,,False
EPK_000434,EPK_000015,406.12,2024-01-27 17:51:14.338918,False
EPK_000038,EPK_000278,3487.28,,False
EPK_000434,EPK_000134,546.13,2024-01-27 18:12:12.491387,False
EPK_000197,EPK_000025,2228.45,2024-01-27 18:23:03.486701,False
EPK_000133,EPK_000351,997.78,,False
EPK_000066,EPK_000011,1430.15,,False
EPK_000390,EPK_000071,1909.17,,False
EPK_000178,EPK_000132,754.32,2024-01-27 19:41:23.141349,False
EPK_000455,EPK_000105,1923.1,,False
EPK_000041,EPK_000219,6980.49,2024-01-27 20:02:38.186579,False
EPK_000447,EPK_000372,353.83,2024-01-27 20:33:19.069125,False
EPK_000499,EPK_000452,6495.07,2024-01-27 20:56:02.726373,False
EPK_000014,EPK_000176,736.71,2024-01-27 21:22:16.408442,False
EPK_000110,EPK_000281,628.61,2024-01-27 21:52:50.716335,False
EPK_000156,EPK_000132,3131.72,2024-01-27 23:05:52.965076,False
